,Address,Zip Code,Latitude,Longitude,yelp_rating,price_tag,review_count,business_name
0,"346 W Magnolia Ave, Auburn, AL 36832",36832,32.606813,-85.48732829999999,2.5,$,39.0,chipotle-mexican-grill-auburn
1,"2125 Interstate Dr, Opelika, AL 36801",36801,32.6168088,-85.40447879999999,2.0,$,17.0,chipotle-mexican-grill-opelika
2,"300 20th St S, Birmingham, AL 35233",35233,33.509721500000005,-86.8027557,3.0,$$,55.0,chipotle-mexican-grill-birmingham-4
3,"4719 US-280, Birmingham, AL 35242",35242,33.4225821,-86.6982795,3.0,$,45.0,chipotle-mexican-grill-birmingham
4,"3220 Morrow Rd, Birmingham, AL 35235",35235,33.5955814,-86.64743680000001,3.0,$,18.0,chipotle-mexican-grill-birmingham-5
5,"1759 Montgomery Hwy, Hoover, AL 35244",35244,33.378958000000004,-86.8038021,3.0,$,61.0,chipotle-mexican-grill-hoover
6,"1031 Montgomery Hwy #111, Vestavia Hills, AL 35216",35216,33.4390692,-86.7882846,3.0,$,24.0,chipotle-mexican-grill-vestavia-hills
7,"1821 Cherokee Ave SW, Cullman, AL 35055",35055,34.1541338,-86.84122009999999,2.0,,5.0,chipotle-mexican-grill-cullman
8,"5900 University Dr NW D2, Huntsville, AL 35806",35806,34.7423193,-86.66572049999999,2.5,$,72.0,chipotle-mexican-grill-huntsville
9,"3871 Airport Blvd, Mobile, AL 36608",36608,30.6753378,-88.14375390000001,3.0,$,65.0,chipotle-mexican-grill-mobile
10,"7765 Airport Blvd D100, Mobile, AL 36608",36608,30.682730600000003,-88.2249982,3.5,$,9.0,chipotle-mexican-grill-mobile-2
11,"2560 Berryhill Rd C, Montgomery, AL 36117",36117,32.359176899999994,-86.16225290000001,3.0,$,45.0,chipotle-mexican-grill-montgomery-2
12,"2566 Cobbs Ford Rd, Prattville, AL 36066",36066,32.4592168,-86.3913319,3.0,$,35.0,chipotle-mexican-grill-prattville
13,"1800 McFarland Blvd E Ste 608, Tuscaloosa, AL 35404",35404,33.196754999999996,-87.52704200000001,2.0,$,48.0,chipotle-mexican-grill-tuscaloosa
14,"1203 University Blvd, Tuscaloosa, AL 35401",35401,33.2106687,-87.5536209,1.5,$,15.0,chipotle-mexican-grill-tuscaloosa-2
15,"9925 W McDowell Rd #101, Avondale, AZ 85392",85392,33.4643771,-112.2731936,2.5,$,93.0,chipotle-mexican-grill-avondale
